season,episode,title,air_date,imdb_id,imdb_rating,features_george_huang,heavy_finn_munch,heavy_trial,one_sentence_plot,one_sentence_reason
2,9,Pixies,2001-01-12,,8.5,True,False,False,"The investigation of a gymnast's murder involves her strict trainer, a wealthy benefactor and a competitor.",Strong classic SVU pacing and a solid standalone watch.
2,10,Consent,2001-01-19,,8.5,True,False,False,A rape victim (Tammy Blanchard) can't remember the circumstances of her attack.,Strong classic SVU pacing and a solid standalone watch.
2,11,Abuse,2001-01-26,,8.5,True,False,False,"After a singing star's son is killed, Benson becomes concerned about the safety of the singer's little girl (Hayden Panettiere).",Strong classic SVU pacing and a solid standalone watch.
2,12,Secrets,2001-02-02,,8.5,True,False,False,The discovery of a murdered teacher's body leads to an investigation involving sex addiction.,Strong classic SVU pacing and a solid standalone watch.
2,13,Victims,2001-02-09,,8.5,True,False,False,Stabler and Benson are assigned to a homicide involving a pedophile from a past case.,Strong classic SVU pacing and a solid standalone watch.
2,14,Paranoia,2001-02-16,,8.5,True,False,False,"After a female officer is raped, the case involves a police investigation, gambling debts and drugs.",Strong classic SVU pacing and a solid standalone watch.
2,15,Countdown,2001-02-23,,8.5,True,False,False,"The detectives work around the clock to find the man who's kidnapping, raping and often killing young girls.",Strong classic SVU pacing and a solid standalone watch.
2,16,Runaway,2001-03-02,,8.5,True,False,False,The detectives tell Internal Affairs reps what occurred during the search for a police officer's runaway teenage daughter.,Strong classic SVU pacing and a solid standalone watch.
2,17,Folly,2001-03-23,,8.5,True,False,False,The squad tries to find the person who's luring and then attacking young men who work for an escort service.,Strong classic SVU pacing and a solid standalone watch.
2,18,Manhunt,2001-04-20,,8.5,True,False,False,Munch and Fin travel upstate to find a serial killer.,Strong classic SVU pacing and a solid standalone watch.
2,19,Parasites,2001-04-27,,8.5,True,False,False,The discovery of human remains in a garden leads to an investigation that involves a mail-order-bride operation and a prostitution ring.,Strong classic SVU pacing and a solid standalone watch.
2,20,Pique,2001-05-04,,8.5,True,False,False,"After a pregnant personnel executive is found murdered, suspicion falls on a wealthy young friend (Chad Lowe), who submits to a series of interrogations by Stabler.",Strong classic SVU pacing and a solid standalone watch.
2,21,Scourge,2001-05-11,,8.5,True,False,False,"When several people including a child are killed, the team tries to find the killer. They catch the man who did it. Cabot wants to throw the book at him despite his erratic behavio",Strong classic SVU pacing and a solid standalone watch.
3,1,Repression,2001-09-28,,8.5,True,False,False,An 18-year-old (Kelly Hutchinson) in therapy recalls being sexually abused by her father (Brian Kerwin) and presses charges against him.,Strong classic SVU pacing and a solid standalone watch.
3,2,Wrath,2001-10-05,,8.5,True,False,False,"After three murder victims are connected to Benson's past cases, it's believed that the killer is seeking revenge on the detective.",Strong classic SVU pacing and a solid standalone watch.
3,3,Stolen,2001-10-12,,8.5,True,False,False,A kidnapping investigation links a past case with which Cragen was involved to a 12-year-old (Ian Cronin) whose adoption is deemed illegal.,Strong classic SVU pacing and a solid standalone watch.
3,4,Rooftop,2001-10-19,,8.5,True,False,False,Stabler tries to build a case against an ex-con who's HIV-positive and preys on young girls.,Strong classic SVU pacing and a solid standalone watch.
3,5,Tangled,2001-10-26,,8.5,True,False,False,"When guests arrive for a party, they find the hosts have been assaulted, one of them fatally.",Strong classic SVU pacing and a solid standalone watch.
3,6,Redemption,2001-11-02,,8.5,True,False,False,"A brash, intense detective (David Keith) is assigned to help Stabler catch a serial rapist-killer.",Strong classic SVU pacing and a solid standalone watch.
3,7,Sacrifice,2001-11-09,,8.5,True,False,False,The investigation of a shooting near a gay bar leads to a couple's involvement with porn movies.,Strong classic SVU pacing and a solid standalone watch.
3,8,Inheritance,2001-11-16,,8.5,True,False,False,The search for a serial rapist leads to a case in which the defense attorney (Diane Baker) tries to blame the suspect's actions on his genes.,Strong classic SVU pacing and a solid standalone watch.
3,9,Care,2001-11-23,,8.5,True,False,False,A computer game provides clues in the death of a physically abused little girl in foster care.,Strong classic SVU pacing and a solid standalone watch.
3,10,Ridicule,2001-12-14,,8.5,True,False,False,The investigation of an apparently accidental death leads to charges by a male stripper that the deceased was one of three women who sexually assaulted him.,Strong classic SVU pacing and a solid standalone watch.
3,11,Monogamy,2002-01-04,,8.5,True,False,False,"A woman who's seven months pregnant is found assaulted, with her fetus removed.",Strong classic SVU pacing and a solid standalone watch.
3,12,Protection,2002-01-11,,8.5,True,False,False,"The detectives seek a woman who is on the run from her drug-dealing lover, whom she saw murder a rival.",Strong classic SVU pacing and a solid standalone watch.
3,13,Prodigy,2002-01-18,,8.5,True,False,False,The detectives investigate a double slaying in which the female victim was dismembered.,Strong classic SVU pacing and a solid standalone watch.
3,14,Counterfeit,2002-01-25,,8.5,True,False,False,Benson teams up with Fin to investigate the murder of a woman found under a highway.,Strong classic SVU pacing and a solid standalone watch.
3,15,Execution,2002-02-01,,8.5,True,False,False,"At the request of a murdered teen's parents, Stabler tries to get a serial killer (Nick Chinlund) who's about to be executed to admit that the teen was one of his victims.",Strong classic SVU pacing and a solid standalone watch.
3,16,Popular,2002-03-01,,8.5,True,False,False,Stabler breaks the rules to uncover the facts when a student (Brittany Slattery) claims that she was assaulted by a teacher.,Strong classic SVU pacing and a solid standalone watch.
3,17,Surveillance,2002-03-08,,8.5,True,False,False,The detectives investigate the sexual assault of a cellist (Emily Deschanel) and discover surveillance equipment hidden in her apartment.,Strong classic SVU pacing and a solid standalone watch.
3,18,Guilt,2002-03-29,,8.5,True,False,False,"Judith Light joins the series in a recurring role as the unit's tough new chief, as Cabot breaks the rules in an attempt to catch a pedophile (Beau Gravitte).",Strong classic SVU pacing and a solid standalone watch.
3,19,Justice,2002-04-05,,8.5,True,False,False,"In investigating the sexual assault of a 16-year-old, it's discovered that the victim is the rebellious stepdaughter of a judge (Keir Dullea).",Strong classic SVU pacing and a solid standalone watch.
3,20,Greed,2002-04-26,,8.5,True,False,False,Henry Winkler plays a restaurateur whose wife is assaulted during a robbery at their plush Manhattan residence.,Strong classic SVU pacing and a solid standalone watch.
3,21,Denial,2002-05-03,,8.5,True,False,False,A dark family secret surfaces after a young woman (Martha Plimpton) is raped at a party.,Strong classic SVU pacing and a solid standalone watch.
3,22,Competence,2002-05-10,,8.5,True,False,False,"After a mother (Lois Smith) reports that her mentally challenged daughter (Andrea Fay Friedman) is pregnant, the detectives try to find out who fathered the child.",Strong classic SVU pacing and a solid standalone watch.
3,23,Silence,2002-05-17,,8.5,True,False,False,Cases include a killing at a church and an investigation that involves sexual-abuse charges against a priest.,Strong classic SVU pacing and a solid standalone watch.
4,1,Chameleon,2002-09-27,,8.5,True,False,False,Sharon Lawrence portrays a prostitute who claims that she killed a john in self-defense.,Strong classic SVU pacing and a solid standalone watch.
4,2,Deception,2002-10-04,,8.5,True,False,False,Benson and Stabler wonder if an actress (Sherilyn Fenn) may have played a role in her husband's murder.,Strong classic SVU pacing and a solid standalone watch.
4,3,Vulnerable,2002-10-11,,8.5,True,False,False,Benson and Stabler try to determine who mistreated an Alzheimer's victim (Jane Powell).,Strong classic SVU pacing and a solid standalone watch.
4,4,Lust,2002-10-18,,8.5,True,False,False,The detectives investigate the murder of a public-health doctor whose husband (Michael Gross) is a retired lawyer.,Strong classic SVU pacing and a solid standalone watch.
4,5,Disappearing Acts,2002-10-25,,8.5,True,False,False,"After Stabler and Benson are called in on a rape case, their victim is taken away by Federal agents.",Strong classic SVU pacing and a solid standalone watch.
4,6,Angels,2002-11-01,,8.5,True,False,False,The discovery of a boy's body leads to a pedophile ring.,Strong classic SVU pacing and a solid standalone watch.
4,7,Dolls,2002-11-08,,8.5,True,False,False,Gloria Reuben plays a graphics designer who returns from five months in rehab to discover that her daughter is missing.,Strong classic SVU pacing and a solid standalone watch.
4,8,Waste,2002-11-15,,8.5,True,False,False,The detectives try to determine who impregnated a comatose woman.,Strong classic SVU pacing and a solid standalone watch.
4,9,Juvenile,2002-11-22,,8.5,True,False,False,"Two youths (Shane E. Lyons, Connor Paolo) each blame the other in the murder of a cancer patient who grew marijuana.",Strong classic SVU pacing and a solid standalone watch.
4,10,Resilience,2002-12-06,,8.5,True,False,False,"The investigation into a teen's claim that she was raped involves her parents, little sister, a boyfriend and a boarder.",Strong classic SVU pacing and a solid standalone watch.
4,11,Damaged,2003-01-10,,8.5,True,False,False,"Shootings at a video-rental store lead to a case involving an adopted daughter (Ari Graynor), a sexually abused child, a lawyer's son (Christopher Denham) and a client's immunity.",Strong classic SVU pacing and a solid standalone watch.
4,12,Risk,2003-01-17,,8.5,True,False,False,Stabler goes undercover to try to find a police detective who's part of a cocaine-smuggling ring.,Strong classic SVU pacing and a solid standalone watch.
4,13,Rotten,2003-01-24,,8.5,True,False,False,"In their investigation of a prisoner's death, Benson and Fin learn that he was assaulted before being incarcerated.",Strong classic SVU pacing and a solid standalone watch.
4,14,Mercy,2003-01-31,,8.5,True,False,False,The discovery of an infant's remains leads to a case that deals with a fatal genetic disorder and a parent's moral crisis.,Strong classic SVU pacing and a solid standalone watch.
4,15,Pandora,2003-02-07,,8.5,True,False,False,Stabler is sent to Prague to look for a missing teen (Alexis Dziena) whose pictures are showing up on child-porn Web sites.,Strong classic SVU pacing and a solid standalone watch.
4,16,Tortured,2003-02-14,,8.5,True,False,False,"A former victim of Tibetan political torture is found murdered, with one of her feet missing.",Strong classic SVU pacing and a solid standalone watch.
4,17,Privilege,2003-02-21,,8.5,True,False,False,The investigation of an apparent suicide leads to a case involving members of a wealthy family.,Strong classic SVU pacing and a solid standalone watch.
4,18,Desperate,2003-03-14,,8.5,True,False,False,"A woman in a tenement is raped and murdered in front of her 6-year-old son (Max Weinstein). Not surprisingly, the boy is too traumatized to answer questions. And one of them turns ",Strong classic SVU pacing and a solid standalone watch.
4,19,Appearances,2003-03-28,,8.5,True,False,False,The discovery of an 8-year-old beauty-pageant contestant's body leads to a case involving a virtual-pornography website.,Strong classic SVU pacing and a solid standalone watch.
4,20,Dominance,2003-04-04,,8.5,True,False,False,Multiple murders at a Manhattan townhouse are the start of a killing spree.,Strong classic SVU pacing and a solid standalone watch.
4,21,Fallacy,2003-04-18,,8.5,True,False,False,"After a woman (Katherine Moennig) fights off an attacker, what seems to be a case of self-defense murder grows more complicated following a blood test.",Strong classic SVU pacing and a solid standalone watch.
4,22,Futility,2003-04-25,,8.5,True,False,False,An accused rapist (Fred Savage) decides to represent himself in court.,Strong classic SVU pacing and a solid standalone watch.
4,23,Grief,2003-05-02,,8.5,True,False,False,"After a waitress is found shot outside the club where she worked, her father (Joe Morton) seeks vengeance.",Strong classic SVU pacing and a solid standalone watch.
4,24,Perfect,2003-05-09,,8.5,True,False,False,A teen's murder leads to a case involving runaways and a doctor (Gale Harold) interested in human cloning.,Strong classic SVU pacing and a solid standalone watch.
4,25,Soulless,2003-05-16,,8.5,True,False,False,"Benson speaks to a 15-year-old at a hospital, just before the teen is abducted.",Strong classic SVU pacing and a solid standalone watch.
5,1,Tragedy,2003-09-23,,8.5,True,False,False,The search is on for an abducted woman who's about to give birth.,Strong classic SVU pacing and a solid standalone watch.
5,2,Manic,2003-09-30,,8.5,True,False,False,Misuse of a prescription drug is involved in the killing of two students.,Strong classic SVU pacing and a solid standalone watch.
5,3,Mother,2003-10-07,,8.5,True,False,False,"After a psychiatrist (Susanna Thompson) has been raped in a crack house, she's very uncooperative with the investigation.",Strong classic SVU pacing and a solid standalone watch.
5,4,Loss,2003-10-14,,8.5,True,False,False,"While constructing a murder case, ADA Alexandra Cabot becomes the target of a Colombian drug cartel.",Strong classic SVU pacing and a solid standalone watch.
5,5,Serendipity,2003-10-21,,8.5,True,False,False,The discovery of the bodies of a newborn and her mother leads to a doctor (Martin Donovan) coming under suspicion. Diane Neal joins the cast as ADA Casey Novak.,Strong classic SVU pacing and a solid standalone watch.
5,6,Coerced,2003-10-28,,8.5,True,False,False,A homeless schizophrenic (Leland Orser) kidnaps a 5-year-old boy in this harrowing episode in which Beverly D'Angelo begins a recurring role as public defender Rebecca Balthus.,Strong classic SVU pacing and a solid standalone watch.
5,7,Choice,2003-11-04,,8.5,True,False,False,"A rape leads to the case of a woman (Josie Bissett), her abusive husband and the rights of their unborn child.",Strong classic SVU pacing and a solid standalone watch.
5,8,Abomination,2003-11-11,,8.5,True,False,False,A young man is found dead in the Village. Evidence lead Benson and Stabler to the guy's boyfriend and the boyfriend's father (George Segal) - an anti-gay.,Strong classic SVU pacing and a solid standalone watch.
5,9,Control,2003-11-18,,8.5,True,False,False,A man is running through a subway station bleeding to death because his penis was cut off.,Strong classic SVU pacing and a solid standalone watch.
5,10,Shaken,2003-11-25,,8.5,True,False,False,"Lucy Prichard, 20 months old, is taken while playing at the park.",Strong classic SVU pacing and a solid standalone watch.
5,11,Escape,2003-12-02,,8.5,True,False,False,Michael Baxter escapes from prison years after being convicted for raping his girlfriend's son Lee.,Strong classic SVU pacing and a solid standalone watch.
5,12,Brotherhood,2004-01-06,,8.5,True,False,False,A fraternity boy is found murdered.,Strong classic SVU pacing and a solid standalone watch.
5,13,Hate,2004-01-13,,8.5,True,False,False,A Muslim woman is raped then burned to death. Benson and Stabler fear it could be a hate crime.,Strong classic SVU pacing and a solid standalone watch.
5,14,Ritual,2004-02-03,,8.5,True,False,False,"A seven year old is found dismembered in Central Park, and it appears it was some kind of ritual killing.",Strong classic SVU pacing and a solid standalone watch.
5,15,Families,2004-02-10,,8.5,True,False,False,"Shannon Coyle, a sixteen year old student, is found dead in an alley.",Strong classic SVU pacing and a solid standalone watch.
5,16,Home,2004-02-17,,8.5,True,False,False,"Jacob Nesbit, a nine year old boy, is found eating food out of a trash can.",Strong classic SVU pacing and a solid standalone watch.
5,17,Mean,2004-02-24,,8.5,True,False,False,"Emily Sullivan, a sixteen year old student, is found murdered in the trunk of her father's car.",Strong classic SVU pacing and a solid standalone watch.
5,18,Careless,2004-03-02,,8.5,True,False,False,A six year old boy has been suffocated to death.,Strong classic SVU pacing and a solid standalone watch.
5,19,Sick,2004-03-30,,8.5,True,False,False,"An internet chat room tracks down a 12 year old boy named Jeremy, who is threatening to kill a 5 year old girl.",Strong classic SVU pacing and a solid standalone watch.
5,20,Lowdown,2004-04-06,,8.5,True,False,False,"Jeff York, an assistant DA is found murdered.",Strong classic SVU pacing and a solid standalone watch.
5,21,Criminal,2004-04-20,,8.5,True,False,False,"Rebecca Wheeler, a criminology student is found murdered in Central Park.",Strong classic SVU pacing and a solid standalone watch.
5,22,Painless,2004-04-27,,8.5,True,False,False,A woman dies and initial evidence lead Benson and Stabler to believe she has been murdered.,Strong classic SVU pacing and a solid standalone watch.
5,23,Bound,2004-05-04,,8.5,True,False,False,An elderly woman is found strangled to death at her home.,Strong classic SVU pacing and a solid standalone watch.
5,24,Poison,2004-05-11,,8.5,True,False,False,The poisoning of a couple's adopted daughter prompts Stabler and Benson to suspect the child's mother based on testimony from her other 7-year-old daughter.,Strong classic SVU pacing and a solid standalone watch.
5,25,Head,2004-05-18,,8.5,True,False,False,A spy camera is found in a Central Park public restroom.,Strong classic SVU pacing and a solid standalone watch.
6,1,Birthright,2004-09-21,,8.5,True,False,False,"Six-year-old Patty Branson, is almost abducted in Central Park while her father reads the paper. Benson and Stabler investigate to find out that the men who attacked her are actual",Strong classic SVU pacing and a solid standalone watch.
6,2,Debt,2004-09-28,,8.5,True,False,False,"After Detectives Benson and Stabler find two small Chinese children mysteriously abandoned by their missing mother, they soon discover that the mother is an illegal immigrant whose",Strong classic SVU pacing and a solid standalone watch.
6,3,Obscene,2004-10-12,,8.5,True,False,False,"Well-known actress Jesse who is the star of a controversial teen show, is raped in her trailer on the set. Benson and Fin investigate, and find the actress is hated by many communi",Strong classic SVU pacing and a solid standalone watch.
6,4,Scavenger,2004-10-19,,8.5,True,False,False,Detectives Benson and Stabler discover an abandoned baby with a note indicating the mother's kidnapping. A trail of clues connect the mysterious kidnapping to a serial killer on th,Strong classic SVU pacing and a solid standalone watch.
6,5,Outcry,2004-10-26,,8.5,True,False,False,"After a missing sixteen-year-old girl, Tandi is found in an abandoned building, Benson and Stabler questions her and she reveals that she was pulled into the building by three men ",Strong classic SVU pacing and a solid standalone watch.
6,6,Conscience,2004-11-09,,8.5,True,False,False,"When a five-year-old boy disappears from a playground, Benson and Stabler are on the scene, searching for suspects. They meet the boy's thirteen-year-old neighbor, Jake who witness",Strong classic SVU pacing and a solid standalone watch.
6,7,Charisma,2004-11-16,,8.5,True,False,False,"When twelve-year-old Melanie, is hospitalized with pregnancy complications, Benson and Stabler make a hospital call. They discover that Melanie's husband, the father of her unborn ",Strong classic SVU pacing and a solid standalone watch.
6,8,Doubt,2004-11-23,,8.5,True,False,False,"After a woman claims to have been sexually assaulted by her college professor, the accused academician agrees to help Detectives Benson and Stabler by volunteering to submit a DNA ",Strong classic SVU pacing and a solid standalone watch.
6,9,Weak,2004-11-30,,8.5,True,False,False,"When Benson and Stabler investigate a series of assaults in the Upper West side, they find that they will have to rely on the help of psychiatrist Rebecca Hendrix and her schizophr",Strong classic SVU pacing and a solid standalone watch.
6,10,Haunted,2004-12-07,,8.5,True,False,False,"While on a stakeout with Detective Benson, Detective Fin wanders into a convenience store and finds himself at the scene of a robbery. Shots are fired and Fin is down, and nearly l",Strong classic SVU pacing and a solid standalone watch.
6,11,Contagious,2005-01-11,,8.5,True,False,False,"Family is rushed to the hospital after a car accident, and while examining the nine-year-old daughter for injuries, the doctor discovers she has been molested. SVU is called to the",Strong classic SVU pacing and a solid standalone watch.
6,12,Identity,2005-01-18,,8.5,True,False,False,"After a gang member sexually assaults a young woman, he is pushed from a rooftop in what appears to be an act of retribution. However, when the victim Katie also turns up dead, Ben",Strong classic SVU pacing and a solid standalone watch.
6,13,Quarry,2005-01-25,,8.5,True,False,False,"After receiving an anonymous tip, Detective Benson is led to the body of a boy who has been missing since 1980. Back in 1980, the police identified Lucas Biggs, a professional ball",Strong classic SVU pacing and a solid standalone watch.
6,14,Game,2005-02-08,,8.5,True,False,False,Detectives Stabler and Fin investigate the rape and murder of a prostitute who is the victim of a brutal rape. The investigation leads detectives to find that the teenagers were br,Strong classic SVU pacing and a solid standalone watch.
6,15,Hooked,2005-02-15,,8.5,True,False,False,"15-year-old girl is found murdered and Detectives Benson and Stabler discover that the victim was using a fake ID, living a secret life in a world of teenaged prostitution -- and H",Strong classic SVU pacing and a solid standalone watch.
6,16,Ghost,2005-02-22,,8.5,True,False,False,"Well-to-do couple are found tortured and murdered, and Benson and Stabler are on the scene. It turns out they were laundering money for South American drug dealers, and skimming so",Strong classic SVU pacing and a solid standalone watch.
6,17,Rage,2005-03-01,,8.5,True,False,False,Gordon Rickett is brought to the interrogation room once again for the murder of an adolescent girl and Detective Stabler hopes that he will put Rickett away for good this time -- ,Strong classic SVU pacing and a solid standalone watch.
6,18,Pure,2005-03-08,,8.5,True,False,False,-A mother reports her eighteen-year-old daughter missing and Detectives Stabler and Benson are on the scene and attempt to track her daughter down. Psychic Sebastian Ballentine is ,Strong classic SVU pacing and a solid standalone watch.
6,19,Intoxicated,2005-03-29,,8.5,True,False,False,"Cathy Moriarty guest stars as Denise Eldridge, a mother who reports a case of statutory rape in an effort to keep her teenage daughter away from her 21-year old boyfriend. The daug",Strong classic SVU pacing and a solid standalone watch.
6,20,Night,2005-05-03,,8.5,True,False,False,"Detectives Benson and Stabler investigate the rape and murder of a woman who is found near a nightclub, with $500 stuffed into her mouth. The only clue in the case is the money and",Strong classic SVU pacing and a solid standalone watch.
6,21,Blood,2005-05-10,,8.5,True,False,False,Melinda Dillon guest-stars - A girl is brutally assaulted outside a nightclub with her attackers stealing her car and throwing her nine-month-old baby from the car as they disappea,Strong classic SVU pacing and a solid standalone watch.
6,22,Parts,2005-05-17,,8.5,True,False,False,"When a woman's body is found dismembered in a junkyard, Detectives Benson and Stabler investigate and evidence leads them to the victim's boyfriend, Leon Shragewitz. Shragewitz con",Strong classic SVU pacing and a solid standalone watch.
6,23,Goliath,2005-05-24,,8.5,True,False,False,"When two Police officers from separate precincts attack their wives and demonstrate suicidal behavior, Detectives Benson and Stabler investigate, and connect the incidents to both ",Strong classic SVU pacing and a solid standalone watch.
7,1,Demons,2005-09-20,,8.5,True,False,False,"After 21 years, sex offender Ray Schenkel is released from jail. Retired officer William Dorsey who initially locked him up, is convinced he'll offend again and begs Detectives Ben",Strong classic SVU pacing and a solid standalone watch.
7,2,Design,2005-09-27,,8.5,True,False,False,"A distraught and pregnant April Troost, is found on a ledge threatening to commit suicide. After being talked down, she confides in Benson that she has been raped, and her unborn c",Strong classic SVU pacing and a solid standalone watch.
7,3,911,2005-10-04,,8.5,True,False,False,Disturbing 911 call from nine-year-old Maria Recinos is forwarded to Detective Olivia Benson. Recinos is calling for help from a room she claims to have been locked in for days. Th,Strong classic SVU pacing and a solid standalone watch.
7,4,Ripped,2005-10-11,,8.5,True,False,False,"When a 17-year-old high school student is brutally attacked by one of her classmates on campus, Detectives Stabler, Benson and Fin investigate Luke Breslin the prime suspect. When ",Strong classic SVU pacing and a solid standalone watch.
7,5,Strain,2005-10-18,,8.5,True,False,False,"Man is found murdered execution style in the window of his workplace, and above him the word Killer is written. A stamp on his hand leads Detectives Benson and Fin to a gay circuit",Strong classic SVU pacing and a solid standalone watch.
7,6,Raw,2005-11-01,,8.5,True,False,False,"Detectives Benson and Stabler investigate a school shooting, where three children are shot. When one African-American child dies, detectives follow critical clues and are lead to b",Strong classic SVU pacing and a solid standalone watch.
7,7,Name,2005-11-08,,8.5,True,False,False,"When construction workers pour the sand into a newly made playground and discover the remains of a young boy, Detective Stabler teams up with CSU tech Millie Vizcarrondo to investi",Strong classic SVU pacing and a solid standalone watch.
7,8,Starved,2005-11-15,,8.5,True,False,False,"When a series of rapes is linked to a speed-dating service, Detective Benson goes undercover and discovers Mike Jergens is the assailant. As the case progresses, Jergens' insecure ",Strong classic SVU pacing and a solid standalone watch.
7,9,Rockabye,2005-11-22,,8.5,True,False,False,"When Lauren Westley is found badly beaten and taken to a New York hospital, it is discovered she's a runaway from Virginia whose father Philip Westley has been in the city searchin",Strong classic SVU pacing and a solid standalone watch.
